episode, reward, duration, n_steps, epsilon, success_count, memory length
1, 694.8468528068624, 39.002718687057495, 498, 1.0, 0, 497
2, 716.8299434666988, 49.4062340259552, 498, 0.999, 0, 994
3, 741.2242005709559, 47.08498430252075, 498, 0.998001, 0, 1491
4, 718.494542812492, 48.210070848464966, 498, 0.997002999, 0, 1988
5, 735.1171796428971, 61.78594398498535, 498, 0.996005996001, 0, 2485
6, 746.6261289706454, 59.39316916465759, 498, 0.995009990004999, 0, 2982
7, 727.2143871937878, 59.366262435913086, 498, 0.994014980014994, 0, 3479
8, 722.489590579411, 59.513147830963135, 498, 0.993020965034979, 0, 3976
9, 726.2938512091059, 59.460408449172974, 498, 0.9920279440699441, 0, 4473
10, 734.4481053261552, 57.48490810394287, 498, 0.9910359161258742, 0, 4970
11, 737.1543306200765, 47.88568186759949, 498, 0.9900448802097482, 0, 5467
